Date,State,StateABV,stateFIPS,Total Cases,Total Deaths,Population,New Cases,New Deaths,%Cases,%Deaths,log(Total Cases),log(Total Deaths),log(New Cases),log(New Deaths)
2020-04-28,Mississippi,MS,28,6342,239,2976149.0,248,10,0.213,0.008,8.755,5.476,5.513,2.303
2020-04-29,Mississippi,MS,28,6569,250,2976149.0,227,11,0.221,0.008,8.79,5.521,5.425,2.398
2020-04-30,Mississippi,MS,28,6815,261,2976149.0,246,11,0.229,0.009,8.827,5.565,5.505,2.398
2020-05-01,Mississippi,MS,28,7212,281,2976149.0,397,20,0.242,0.009,8.884,5.638,5.984,2.996
2020-05-02,Mississippi,MS,28,7441,291,2976149.0,229,10,0.25,0.01,8.915,5.673,5.434,2.303
2020-05-03,Mississippi,MS,28,7550,303,2976149.0,109,12,0.254,0.01,8.929,5.714,4.691,2.485
2020-05-04,Mississippi,MS,28,7877,310,2976149.0,327,7,0.265,0.01,8.972,5.737,5.79,1.946
2020-05-05,Mississippi,MS,28,8207,342,2976149.0,330,32,0.276,0.011,9.013,5.835,5.799,3.466
2020-05-06,Mississippi,MS,28,8424,374,2976149.0,217,32,0.283,0.013,9.039,5.924,5.38,3.466
2020-05-07,Mississippi,MS,28,8686,396,2976149.0,262,22,0.292,0.013,9.069,5.981,5.568,3.091
2020-05-08,Mississippi,MS,28,9090,409,2976149.0,404,13,0.305,0.014,9.115,6.014,6.001,2.565
2020-05-09,Mississippi,MS,28,9378,421,2976149.0,288,12,0.315,0.014,9.146,6.043,5.663,2.485
2020-05-10,Mississippi,MS,28,9501,430,2976149.0,123,9,0.319,0.014,9.159,6.064,4.812,2.197
2020-05-11,Mississippi,MS,28,9674,435,2976149.0,173,5,0.325,0.015,9.177,6.075,5.153,1.609
2020-05-12,Mississippi,MS,28,9908,457,2976149.0,234,22,0.333,0.015,9.201,6.125,5.455,3.091
2020-05-13,Mississippi,MS,28,10090,465,2976149.0,182,8,0.339,0.016,9.219,6.142,5.204,2.079
2020-05-14,Mississippi,MS,28,10483,480,2976149.0,393,15,0.352,0.016,9.258,6.174,5.974,2.708
2020-05-15,Mississippi,MS,28,10801,493,2976149.0,318,13,0.363,0.017,9.287,6.201,5.762,2.565
2020-05-16,Mississippi,MS,28,11123,510,2976149.0,322,17,0.374,0.017,9.317,6.234,5.775,2.833
2020-05-17,Mississippi,MS,28,11296,521,2976149.0,173,11,0.38,0.018,9.332,6.256,5.153,2.398
2020-05-18,Mississippi,MS,28,11432,528,2976149.0,136,7,0.384,0.018,9.344,6.269,4.913,1.946
2020-05-19,Mississippi,MS,28,11704,554,2976149.0,272,26,0.393,0.019,9.368,6.317,5.606,3.258
2020-05-20,Mississippi,MS,28,11967,570,2976149.0,263,16,0.402,0.019,9.39,6.346,5.572,2.773
2020-05-21,Mississippi,MS,28,12222,580,2976149.0,255,10,0.411,0.019,9.411,6.363,5.541,2.303
2020-05-22,Mississippi,MS,28,12624,596,2976149.0,402,16,0.424,0.02,9.443,6.39,5.996,2.773
2020-05-23,Mississippi,MS,28,13005,616,2976149.0,381,20,0.437,0.021,9.473,6.423,5.943,2.996
2020-05-24,Mississippi,MS,28,13252,625,2976149.0,247,9,0.445,0.021,9.492,6.438,5.509,2.197
2020-05-25,Mississippi,MS,28,13458,635,2976149.0,206,10,0.452,0.021,9.507,6.454,5.328,2.303
2020-05-26,Mississippi,MS,28,13731,652,2976149.0,273,17,0.461,0.022,9.527,6.48,5.609,2.833
2020-05-27,Mississippi,MS,28,14044,670,2976149.0,313,18,0.472,0.023,9.55,6.507,5.746,2.89
2020-05-28,Mississippi,MS,28,14372,693,2976149.0,328,23,0.483,0.023,9.573,6.541,5.793,3.135
2020-05-29,Mississippi,MS,28,14790,710,2976149.0,418,17,0.497,0.024,9.602,6.565,6.035,2.833
2020-05-30,Mississippi,MS,28,15229,723,2976149.0,439,13,0.512,0.024,9.631,6.583,6.084,2.565
2020-05-31,Mississippi,MS,28,15501,734,2976149.0,272,11,0.521,0.025,9.649,6.599,5.606,2.398
2020-06-01,Mississippi,MS,28,15752,739,2976149.0,251,5,0.529,0.025,9.665,6.605,5.525,1.609
2020-06-02,Mississippi,MS,28,16020,767,2976149.0,268,28,0.538,0.026,9.682,6.642,5.591,3.332
2020-06-03,Mississippi,MS,28,16322,782,2976149.0,302,15,0.548,0.026,9.7,6.662,5.71,2.708
2020-06-04,Mississippi,MS,28,16560,794,2976149.0,238,12,0.556,0.027,9.715,6.677,5.472,2.485
2020-06-05,Mississippi,MS,28,16769,803,2976149.0,209,9,0.563,0.027,9.727,6.688,5.342,2.197
2020-06-06,Mississippi,MS,28,17034,811,2976149.0,265,8,0.572,0.027,9.743,6.698,5.58,2.079
2020-06-07,Mississippi,MS,28,17270,817,2976149.0,236,6,0.58,0.027,9.757,6.706,5.464,1.792
2020-06-08,Mississippi,MS,28,17768,837,2976149.0,498,20,0.597,0.028,9.785,6.73,6.211,2.996
2020-06-09,Mississippi,MS,28,18109,847,2976149.0,341,10,0.608,0.028,9.804,6.742,5.832,2.303
2020-06-10,Mississippi,MS,28,18483,868,2976149.0,374,21,0.621,0.029,9.825,6.766,5.924,3.045
2020-06-11,Mississippi,MS,28,18483,868,2976149.0,0,0,0.621,0.029,9.825,6.766,-inf,-inf
2020-06-12,Mississippi,MS,28,19091,881,2976149.0,608,13,0.641,0.03,9.857,6.781,6.41,2.565
2020-06-13,Mississippi,MS,28,19348,889,2976149.0,257,8,0.65,0.03,9.87,6.79,5.549,2.079
2020-06-14,Mississippi,MS,28,19516,891,2976149.0,168,2,0.656,0.03,9.879,6.792,5.124,0.693
2020-06-15,Mississippi,MS,28,19799,895,2976149.0,283,4,0.665,0.03,9.893,6.797,5.645,1.386
2020-06-16,Mississippi,MS,28,20152,915,2976149.0,353,20,0.677,0.031,9.911,6.819,5.866,2.996
2020-06-17,Mississippi,MS,28,20641,938,2976149.0,489,23,0.694,0.032,9.935,6.844,6.192,3.135
2020-06-18,Mississippi,MS,28,21022,943,2976149.0,381,5,0.706,0.032,9.953,6.849,5.943,1.609
2020-06-19,Mississippi,MS,28,21022,943,2976149.0,0,0,0.706,0.032,9.953,6.849,-inf,-inf
2020-06-20,Mississippi,MS,28,21022,943,2976149.0,0,0,0.706,0.032,9.953,6.849,-inf,-inf
2020-06-21,Mississippi,MS,28,21022,943,2976149.0,0,0,0.706,0.032,9.953,6.849,-inf,-inf
2020-06-22,Mississippi,MS,28,22287,978,2976149.0,1265,35,0.749,0.033,10.012,6.886,7.143,3.555
2020-06-23,Mississippi,MS,28,22898,989,2976149.0,611,11,0.769,0.033,10.039,6.897,6.415,2.398
2020-06-24,Mississippi,MS,28,23424,1011,2976149.0,526,22,0.787,0.034,10.062,6.919,6.265,3.091
2020-06-25,Mississippi,MS,28,24516,1016,2976149.0,1092,5,0.824,0.034,10.107,6.924,6.996,1.609
2020-06-26,Mississippi,MS,28,25066,1022,2976149.0,550,6,0.842,0.034,10.129,6.93,6.31,1.792
2020-06-27,Mississippi,MS,28,25531,1035,2976149.0,465,13,0.858,0.035,10.148,6.942,6.142,2.565
2020-06-28,Mississippi,MS,28,25899,1039,2976149.0,368,4,0.87,0.035,10.162,6.946,5.908,1.386
2020-06-29,Mississippi,MS,28,26568,1059,2976149.0,669,20,0.893,0.036,10.187,6.965,6.506,2.996
2020-06-30,Mississippi,MS,28,27248,1073,2976149.0,680,14,0.916,0.036,10.213,6.978,6.522,2.639
2020-07-01,Mississippi,MS,28,27900,1082,2976149.0,652,9,0.937,0.036,10.236,6.987,6.48,2.197
2020-07-02,Mississippi,MS,28,28770,1092,2976149.0,870,10,0.967,0.037,10.267,6.996,6.768,2.303
2020-07-03,Mississippi,MS,28,29684,1103,2976149.0,914,11,0.997,0.037,10.298,7.006,6.818,2.398
2020-07-04,Mississippi,MS,28,30674,1107,2976149.0,990,4,1.031,0.037,10.331,7.009,6.898,1.386
2020-07-05,Mississippi,MS,28,30900,1111,2976149.0,226,4,1.038,0.037,10.339,7.013,5.421,1.386
2020-07-06,Mississippi,MS,28,31257,1114,2976149.0,357,3,1.05,0.037,10.35,7.016,5.878,1.099
2020-07-07,Mississippi,MS,28,32214,1158,2976149.0,957,44,1.082,0.039,10.38,7.054,6.864,3.784
2020-07-08,Mississippi,MS,28,32888,1188,2976149.0,674,30,1.105,0.04,10.401,7.08,6.513,3.401
2020-07-09,Mississippi,MS,28,33591,1204,2976149.0,703,16,1.129,0.04,10.422,7.093,6.555,2.773
2020-07-10,Mississippi,MS,28,34622,1215,2976149.0,1031,11,1.163,0.041,10.452,7.102,6.938,2.398
2020-07-11,Mississippi,MS,28,35419,1230,2976149.0,797,15,1.19,0.041,10.475,7.115,6.681,2.708
2020-07-12,Mississippi,MS,28,36287,1249,2976149.0,868,19,1.219,0.042,10.499,7.13,6.766,2.944
2020-07-13,Mississippi,MS,28,36680,1250,2976149.0,393,1,1.232,0.042,10.51,7.131,5.974,0.0
2020-07-14,Mississippi,MS,28,37542,1272,2976149.0,862,22,1.261,0.043,10.533,7.148,6.759,3.091
2020-07-15,Mississippi,MS,28,38567,1290,2976149.0,1025,18,1.296,0.043,10.56,7.162,6.932,2.89
2020-07-16,Mississippi,MS,28,39797,1308,2976149.0,1230,18,1.337,0.044,10.592,7.176,7.115,2.89
2020-07-17,Mississippi,MS,28,40829,1332,2976149.0,1032,24,1.372,0.045,10.617,7.194,6.939,3.178
2020-07-18,Mississippi,MS,28,41846,1346,2976149.0,1017,14,1.406,0.045,10.642,7.205,6.925,2.639
2020-07-19,Mississippi,MS,28,42638,1355,2976149.0,792,9,1.433,0.046,10.661,7.212,6.675,2.197
2020-07-20,Mississippi,MS,28,43889,1358,2976149.0,1251,3,1.475,0.046,10.689,7.214,7.132,1.099
2020-07-21,Mississippi,MS,28,45524,1389,2976149.0,1635,31,1.53,0.047,10.726,7.236,7.399,3.434
2020-07-22,Mississippi,MS,28,47071,1423,2976149.0,1547,34,1.582,0.048,10.759,7.261,7.344,3.526
2020-07-23,Mississippi,MS,28,48053,1436,2976149.0,982,13,1.615,0.048,10.78,7.27,6.89,2.565
2020-07-24,Mississippi,MS,28,49663,1463,2976149.0,1610,27,1.669,0.049,10.813,7.288,7.384,3.296
2020-07-25,Mississippi,,28,51097,1480,,1434,17,,,10.841,7.3,7.268,2.833
2020-03-07,Missouri,MO,29,1,0,6137428.0,0,0,0.0,0.0,0.0,-inf,-inf,-inf
2020-03-08,Missouri,MO,29,1,0,6137428.0,0,0,0.0,0.0,0.0,-inf,-inf,-inf
2020-03-09,Missouri,MO,29,1,0,6137428.0,0,0,0.0,0.0,0.0,-inf,-inf,-inf
2020-03-10,Missouri,MO,29,1,0,6137428.0,0,0,0.0,0.0,0.0,-inf,-inf,-inf
2020-03-11,Missouri,MO,29,1,0,6137428.0,0,0,0.0,0.0,0.0,-inf,-inf,-inf
2020-03-12,Missouri,MO,29,2,0,6137428.0,1,0,0.0,0.0,0.693,-inf,0.0,-inf
2020-03-13,Missouri,MO,29,4,0,6137428.0,2,0,0.0,0.0,1.386,-inf,0.693,-inf
2020-03-14,Missouri,MO,29,5,0,6137428.0,1,0,0.0,0.0,1.609,-inf,0.0,-inf
2020-03-15,Missouri,MO,29,5,0,6137428.0,0,0,0.0,0.0,1.609,-inf,-inf,-inf
2020-03-16,Missouri,MO,29,9,0,6137428.0,4,0,0.0,0.0,2.197,-inf,1.386,-inf
2020-03-17,Missouri,MO,29,16,0,6137428.0,7,0,0.0,0.0,2.773,-inf,1.946,-inf
2020-03-18,Missouri,MO,29,21,1,6137428.0,5,1,0.0,0.0,3.045,0.0,1.609,0.0
2020-03-19,Missouri,MO,29,35,1,6137428.0,14,0,0.001,0.0,3.555,0.0,2.639,-inf
2020-03-20,Missouri,MO,29,73,3,6137428.0,38,2,0.001,0.0,4.29,1.099,3.638,0.693
2020-03-21,Missouri,MO,29,93,3,6137428.0,20,0,0.002,0.0,4.533,1.099,2.996,-inf
2020-03-22,Missouri,MO,29,130,3,6137428.0,37,0,0.002,0.0,4.868,1.099,3.611,-inf
2020-03-23,Missouri,MO,29,183,4,6137428.0,53,1,0.003,0.0,5.209,1.386,3.97,0.0
2020-03-24,Missouri,MO,29,255,5,6137428.0,72,1,0.004,0.0,5.541,1.609,4.277,0.0
2020-03-25,Missouri,MO,29,384,8,6137428.0,129,3,0.006,0.0,5.951,2.079,4.86,1.099
2020-03-26,Missouri,MO,29,508,8,6137428.0,124,0,0.008,0.0,6.23,2.079,4.82,-inf
2020-03-27,Missouri,MO,29,670,9,6137428.0,162,1,0.011,0.0,6.507,2.197,5.088,0.0
2020-03-28,Missouri,MO,29,837,11,6137428.0,167,2,0.014,0.0,6.73,2.398,5.118,0.693
2020-03-29,Missouri,MO,29,902,12,6137428.0,65,1,0.015,0.0,6.805,2.485,4.174,0.0
2020-03-30,Missouri,MO,29,1049,13,6137428.0,147,1,0.017,0.0,6.956,2.565,4.99,0.0
2020-03-31,Missouri,MO,29,1350,15,6137428.0,301,2,0.022,0.0,7.208,2.708,5.707,0.693
2020-04-01,Missouri,MO,29,1580,21,6137428.0,230,6,0.026,0.0,7.365,3.045,5.438,1.792
2020-04-02,Missouri,MO,29,1834,28,6137428.0,254,7,0.03,0.0,7.514,3.332,5.537,1.946
2020-04-03,Missouri,MO,29,2113,36,6137428.0,279,8,0.034,0.001,7.656,3.584,5.631,2.079
2020-04-04,Missouri,MO,29,2291,44,6137428.0,178,8,0.037,0.001,7.737,3.784,5.182,2.079
2020-04-05,Missouri,MO,29,2367,52,6137428.0,76,8,0.039,0.001,7.769,3.951,4.331,2.079
2020-04-06,Missouri,MO,29,2722,56,6137428.0,355,4,0.044,0.001,7.909,4.025,5.872,1.386
2020-04-07,Missouri,MO,29,3037,80,6137428.0,315,24,0.049,0.001,8.019,4.382,5.753,3.178
2020-04-08,Missouri,MO,29,3327,86,6137428.0,290,6,0.054,0.001,8.11,4.454,5.67,1.792
2020-04-09,Missouri,MO,29,3539,94,6137428.0,212,8,0.058,0.002,8.172,4.543,5.357,2.079
2020-04-10,Missouri,MO,29,3799,105,6137428.0,260,11,0.062,0.002,8.242,4.654,5.561,2.398
2020-04-11,Missouri,MO,29,4024,116,6137428.0,225,11,0.066,0.002,8.3,4.754,5.416,2.398
2020-04-12,Missouri,MO,29,4160,116,6137428.0,136,0,0.068,0.002,8.333,4.754,4.913,-inf
2020-04-13,Missouri,MO,29,4388,136,6137428.0,228,20,0.071,0.002,8.387,4.913,5.429,2.996
2020-04-14,Missouri,MO,29,4686,151,6137428.0,298,15,0.076,0.002,8.452,5.017,5.697,2.708
2020-04-15,Missouri,MO,29,4895,164,6137428.0,209,13,0.08,0.003,8.496,5.1,5.342,2.565
2020-04-16,Missouri,MO,29,5111,170,6137428.0,216,6,0.083,0.003,8.539,5.136,5.375,1.792
2020-04-17,Missouri,MO,29,5283,184,6137428.0,172,14,0.086,0.003,8.572,5.215,5.147,2.639
2020-04-18,Missouri,MO,29,5517,194,6137428.0,234,10,0.09,0.003,8.616,5.268,5.455,2.303
2020-04-19,Missouri,MO,29,5667,196,6137428.0,150,2,0.092,0.003,8.642,5.278,5.011,0.693
2020-04-20,Missouri,MO,29,5807,201,6137428.0,140,5,0.095,0.003,8.667,5.303,4.942,1.609
2020-04-21,Missouri,MO,29,5941,221,6137428.0,134,20,0.097,0.004,8.69,5.398,4.898,2.996
2020-04-22,Missouri,MO,29,6137,236,6137428.0,196,15,0.1,0.004,8.722,5.464,5.278,2.708
2020-04-23,Missouri,MO,29,6321,248,6137428.0,184,12,0.103,0.004,8.752,5.513,5.215,2.485
2020-04-24,Missouri,MO,29,6625,267,6137428.0,304,19,0.108,0.004,8.799,5.587,5.717,2.944
2020-04-25,Missouri,MO,29,6826,280,6137428.0,201,13,0.111,0.005,8.828,5.635,5.303,2.565
2020-04-26,Missouri,MO,29,6997,282,6137428.0,171,2,0.114,0.005,8.853,5.642,5.142,0.693
2020-04-27,Missouri,MO,29,7171,296,6137428.0,174,14,0.117,0.005,8.878,5.69,5.159,2.639
2020-04-28,Missouri,MO,29,7306,324,6137428.0,135,28,0.119,0.005,8.896,5.781,4.905,3.332
2020-04-29,Missouri,MO,29,7426,331,6137428.0,120,7,0.121,0.005,8.913,5.802,4.787,1.946
2020-04-30,Missouri,MO,29,7563,341,6137428.0,137,10,0.123,0.006,8.931,5.832,4.92,2.303
2020-05-01,Missouri,MO,29,7840,355,6137428.0,277,14,0.128,0.006,8.967,5.872,5.624,2.639
2020-05-02,Missouri,MO,29,8154,373,6137428.0,314,18,0.133,0.006,9.006,5.922,5.749,2.89
2020-05-03,Missouri,MO,29,8454,378,6137428.0,300,5,0.138,0.006,9.042,5.935,5.704,1.609
2020-05-04,Missouri,MO,29,8776,387,6137428.0,322,9,0.143,0.006,9.08,5.958,5.775,2.197
2020-05-05,Missouri,MO,29,8919,408,6137428.0,143,21,0.145,0.007,9.096,6.011,4.963,3.045
2020-05-06,Missouri,MO,29,9164,429,6137428.0,245,21,0.149,0.007,9.123,6.061,5.501,3.045
2020-05-07,Missouri,MO,29,9409,449,6137428.0,245,20,0.153,0.007,9.149,6.107,5.501,2.996
2020-05-08,Missouri,MO,29,9573,481,6137428.0,164,32,0.156,0.008,9.167,6.176,5.1,3.466
2020-05-09,Missouri,MO,29,9737,492,6137428.0,164,11,0.159,0.008,9.184,6.198,5.1,2.398
2020-05-10,Missouri,MO,29,9906,502,6137428.0,169,10,0.161,0.008,9.201,6.219,5.13,2.303
2020-05-11,Missouri,MO,29,10025,512,6137428.0,119,10,0.163,0.008,9.213,6.238,4.779,2.303
2020-05-12,Missouri,MO,29,10124,528,6137428.0,99,16,0.165,0.009,9.223,6.269,4.595,2.773
2020-05-13,Missouri,MO,29,10369,548,6137428.0,245,20,0.169,0.009,9.247,6.306,5.501,2.996
2020-05-14,Missouri,MO,29,10490,564,6137428.0,121,16,0.171,0.009,9.258,6.335,4.796,2.773
2020-05-15,Missouri,MO,29,10567,579,6137428.0,77,15,0.172,0.009,9.265,6.361,4.344,2.708
2020-05-16,Missouri,MO,29,10794,593,6137428.0,227,14,0.176,0.01,9.287,6.385,5.425,2.639
2020-05-17,Missouri,MO,29,11069,601,6137428.0,275,8,0.18,0.01,9.312,6.399,5.617,2.079
2020-05-18,Missouri,MO,29,11225,609,6137428.0,156,8,0.183,0.01,9.326,6.412,5.05,2.079
2020-05-19,Missouri,MO,29,11369,631,6137428.0,144,22,0.185,0.01,9.339,6.447,4.97,3.091
2020-05-20,Missouri,MO,29,11510,643,6137428.0,141,12,0.188,0.01,9.351,6.466,4.949,2.485
2020-05-21,Missouri,MO,29,11657,670,6137428.0,147,27,0.19,0.011,9.364,6.507,4.99,3.296
2020-05-22,Missouri,MO,29,11797,680,6137428.0,140,10,0.192,0.011,9.376,6.522,4.942,2.303
2020-05-23,Missouri,MO,29,11922,685,6137428.0,125,5,0.194,0.011,9.386,6.529,4.828,1.609
2020-05-24,Missouri,MO,29,12114,689,6137428.0,192,4,0.197,0.011,9.402,6.535,5.257,1.386
2020-05-25,Missouri,MO,29,12296,694,6137428.0,182,5,0.2,0.011,9.417,6.542,5.204,1.609
2020-05-26,Missouri,MO,29,12437,698,6137428.0,141,4,0.203,0.011,9.428,6.548,4.949,1.386
2020-05-27,Missouri,MO,29,12624,705,6137428.0,187,7,0.206,0.011,9.443,6.558,5.231,1.946
2020-05-28,Missouri,MO,29,12815,715,6137428.0,191,10,0.209,0.012,9.458,6.572,5.252,2.303
2020-05-29,Missouri,MO,29,12949,740,6137428.0,134,25,0.211,0.012,9.469,6.607,4.898,3.219
2020-05-30,Missouri,MO,29,13118,782,6137428.0,169,42,0.214,0.013,9.482,6.662,5.13,3.738
2020-05-31,Missouri,MO,29,13297,784,6137428.0,179,2,0.217,0.013,9.495,6.664,5.187,0.693
2020-06-01,Missouri,MO,29,13523,786,6137428.0,226,2,0.22,0.013,9.512,6.667,5.421,0.693
2020-06-02,Missouri,MO,29,13822,797,6137428.0,299,11,0.225,0.013,9.534,6.681,5.7,2.398
2020-06-03,Missouri,MO,29,14020,801,6137428.0,198,4,0.228,0.013,9.548,6.686,5.288,1.386
2020-06-04,Missouri,MO,29,14286,806,6137428.0,266,5,0.233,0.013,9.567,6.692,5.583,1.609
2020-06-05,Missouri,MO,29,14515,816,6137428.0,229,10,0.236,0.013,9.583,6.704,5.434,2.303
2020-06-06,Missouri,MO,29,14659,823,6137428.0,144,7,0.239,0.013,9.593,6.713,4.97,1.946
2020-06-07,Missouri,MO,29,14985,823,6137428.0,326,0,0.244,0.013,9.615,6.713,5.787,-inf
2020-06-08,Missouri,MO,29,15159,832,6137428.0,174,9,0.247,0.014,9.626,6.724,5.159,2.197
2020-06-09,Missouri,MO,29,15396,854,6137428.0,237,22,0.251,0.014,9.642,6.75,5.468,3.091
2020-06-10,Missouri,MO,29,15662,861,6137428.0,266,7,0.255,0.014,9.659,6.758,5.583,1.946
2020-06-11,Missouri,MO,29,15924,873,6137428.0,262,12,0.259,0.014,9.676,6.772,5.568,2.485
2020-06-12,Missouri,MO,29,16111,884,6137428.0,187,11,0.263,0.014,9.687,6.784,5.231,2.398
2020-06-13,Missouri,MO,29,16327,890,6137428.0,216,6,0.266,0.015,9.701,6.791,5.375,1.792
2020-06-14,Missouri,MO,29,16384,890,6137428.0,57,0,0.267,0.015,9.704,6.791,4.043,-inf
2020-06-15,Missouri,MO,29,16712,895,6137428.0,328,5,0.272,0.015,9.724,6.797,5.793,1.609
2020-06-16,Missouri,MO,29,16930,903,6137428.0,218,8,0.276,0.015,9.737,6.806,5.384,2.079
2020-06-17,Missouri,MO,29,17151,924,6137428.0,221,21,0.279,0.015,9.75,6.829,5.398,3.045
2020-06-18,Missouri,MO,29,17488,963,6137428.0,337,39,0.285,0.016,9.769,6.87,5.82,3.664
2020-06-19,Missouri,MO,29,17780,973,6137428.0,292,10,0.29,0.016,9.786,6.88,5.677,2.303
2020-06-20,Missouri,MO,29,18155,975,6137428.0,375,2,0.296,0.016,9.807,6.882,5.927,0.693
2020-06-21,Missouri,MO,29,18552,975,6137428.0,397,0,0.302,0.016,9.828,6.882,5.984,-inf
2020-06-22,Missouri,MO,29,18733,980,6137428.0,181,5,0.305,0.016,9.838,6.888,5.198,1.609
2020-06-23,Missouri,MO,29,19148,993,6137428.0,415,13,0.312,0.016,9.86,6.901,6.028,2.565
2020-06-24,Missouri,MO,29,19478,1001,6137428.0,330,8,0.317,0.016,9.877,6.909,5.799,2.079
2020-06-25,Missouri,MO,29,20076,1006,6137428.0,598,5,0.327,0.016,9.907,6.914,6.394,1.609
2020-06-26,Missouri,MO,29,20567,1019,6137428.0,491,13,0.335,0.017,9.931,6.927,6.196,2.565
2020-06-27,Missouri,MO,29,20909,1021,6137428.0,342,2,0.341,0.017,9.948,6.929,5.835,0.693
2020-06-28,Missouri,MO,29,21254,1023,6137428.0,345,2,0.346,0.017,9.964,6.93,5.844,0.693
2020-06-29,Missouri,MO,29,21748,1026,6137428.0,494,3,0.354,0.017,9.987,6.933,6.203,1.099
2020-06-30,Missouri,MO,29,22275,1037,6137428.0,527,11,0.363,0.017,10.011,6.944,6.267,2.398
2020-07-01,Missouri,MO,29,22595,1049,6137428.0,320,12,0.368,0.017,10.025,6.956,5.768,2.485
2020-07-02,Missouri,MO,29,23085,1056,6137428.0,490,7,0.376,0.017,10.047,6.962,6.194,1.946
2020-07-03,Missouri,MO,29,23620,1060,6137428.0,535,4,0.385,0.017,10.07,6.966,6.282,1.386
2020-07-04,Missouri,MO,29,24061,1062,6137428.0,441,2,0.392,0.017,10.088,6.968,6.089,0.693
2020-07-05,Missouri,MO,29,24334,1062,6137428.0,273,0,0.396,0.017,10.1,6.968,5.609,-inf
2020-07-06,Missouri,MO,29,24850,1068,6137428.0,516,6,0.405,0.017,10.121,6.974,6.246,1.792
2020-07-07,Missouri,MO,29,25566,1083,6137428.0,716,15,0.417,0.018,10.149,6.987,6.574,2.708
2020-07-08,Missouri,MO,29,26343,1089,6137428.0,777,6,0.429,0.018,10.179,6.993,6.655,1.792
2020-07-09,Missouri,MO,29,27301,1095,6137428.0,958,6,0.445,0.018,10.215,6.999,6.865,1.792
2020-07-10,Missouri,MO,29,28060,1107,6137428.0,759,12,0.457,0.018,10.242,7.009,6.632,2.485
2020-07-11,Missouri,MO,29,28649,1112,6137428.0,589,5,0.467,0.018,10.263,7.014,6.378,1.609
2020-07-12,Missouri,MO,29,29173,1113,6137428.0,524,1,0.475,0.018,10.281,7.015,6.261,0.0
2020-07-13,Missouri,MO,29,29781,1126,6137428.0,608,13,0.485,0.018,10.302,7.026,6.41,2.565
2020-07-14,Missouri,MO,29,30817,1136,6137428.0,1036,10,0.502,0.019,10.336,7.035,6.943,2.303
2020-07-15,Missouri,MO,29,31737,1141,6137428.0,920,5,0.517,0.019,10.365,7.04,6.824,1.609
2020-07-16,Missouri,MO,29,32596,1145,6137428.0,859,4,0.531,0.019,10.392,7.043,6.756,1.386
2020-07-17,Missouri,MO,29,33536,1151,6137428.0,940,6,0.546,0.019,10.42,7.048,6.846,1.792
2020-07-18,Missouri,MO,29,34363,1158,6137428.0,827,7,0.56,0.019,10.445,7.054,6.718,1.946
2020-07-19,Missouri,MO,29,35154,1158,6137428.0,791,0,0.573,0.019,10.467,7.054,6.673,-inf
2020-07-20,Missouri,MO,29,36044,1164,6137428.0,890,6,0.587,0.019,10.492,7.06,6.791,1.792
2020-07-21,Missouri,MO,29,37248,1175,6137428.0,1204,11,0.607,0.019,10.525,7.069,7.093,2.398
2020-07-22,Missouri,MO,29,38454,1196,6137428.0,1206,21,0.627,0.019,10.557,7.087,7.095,3.045
2020-07-23,Missouri,MO,29,39923,1212,6137428.0,1469,16,0.65,0.02,10.595,7.1,7.292,2.773
2020-07-24,Missouri,MO,29,41224,1221,6137428.0,1301,9,0.672,0.02,10.627,7.107,7.171,2.197
2020-07-25,Missouri,,29,42310,1224,,1086,3,,,10.653,7.11,6.99,1.099
2020-03-13,Montana,MT,30,4,0,1068778.0,0,0,0.0,0.0,1.386,-inf,-inf,-inf
2020-03-14,Montana,MT,30,6,0,1068778.0,2,0,0.001,0.0,1.792,-inf,0.693,-inf
2020-03-15,Montana,MT,30,6,0,1068778.0,0,0,0.001,0.0,1.792,-inf,-inf,-inf
2020-03-16,Montana,MT,30,8,0,1068778.0,2,0,0.001,0.0,2.079,-inf,0.693,-inf
2020-03-17,Montana,MT,30,8,0,1068778.0,0,0,0.001,0.0,2.079,-inf,-inf,-inf
2020-03-18,Montana,MT,30,12,0,1068778.0,4,0,0.001,0.0,2.485,-inf,1.386,-inf
2020-03-19,Montana,MT,30,19,0,1068778.0,7,0,0.002,0.0,2.944,-inf,1.946,-inf
2020-03-20,Montana,MT,30,19,0,1068778.0,0,0,0.002,0.0,2.944,-inf,-inf,-inf
2020-03-21,Montana,MT,30,29,0,1068778.0,10,0,0.003,0.0,3.367,-inf,2.303,-inf
2020-03-22,Montana,MT,30,34,0,1068778.0,5,0,0.003,0.0,3.526,-inf,1.609,-inf
2020-03-23,Montana,MT,30,45,0,1068778.0,11,0,0.004,0.0,3.807,-inf,2.398,-inf
2020-03-24,Montana,MT,30,51,0,1068778.0,6,0,0.005,0.0,3.932,-inf,1.792,-inf
2020-03-25,Montana,MT,30,65,0,1068778.0,14,0,0.006,0.0,4.174,-inf,2.639,-inf
2020-03-26,Montana,MT,30,90,0,1068778.0,25,0,0.008,0.0,4.5,-inf,3.219,-inf
2020-03-27,Montana,MT,30,121,1,1068778.0,31,1,0.011,0.0,4.796,0.0,3.434,0.0
2020-03-28,Montana,MT,30,147,1,1068778.0,26,0,0.014,0.0,4.99,0.0,3.258,-inf
