County Name,Population,countyFIPS
Perry ,46272,42099
Philadelphia ,1584064,42101
Pike ,55809,42103
Potter ,16526,42105
Schuylkill ,141359,42107
Snyder ,40372,42109
Somerset ,73447,42111
Sullivan ,6066,42113
Susquehanna ,40328,42115
Tioga ,40591,42117
Union ,44923,42119
Venango ,50668,42121
Warren ,39191,42123
Washington ,206865,42125
Wayne ,51361,42127
Westmoreland ,348899,42129
Wyoming ,26794,42131
York ,449058,42133
Bristol ,48479,44001
Kent ,164292,44003
Newport ,82082,44005
Providence ,638931,44007
Washington ,125577,44009
Abbeville ,24527,45001
Aiken ,170872,45003
Allendale ,8688,45005
Anderson ,202558,45007
Bamberg ,14066,45009
Barnwell ,20866,45011
Beaufort ,192122,45013
Berkeley ,227907,45015
Calhoun ,14553,45017
Charleston ,411406,45019
Cherokee ,57300,45021
Chester ,32244,45023
Chesterfield ,45650,45025
Clarendon ,33745,45027
Colleton ,37677,45029
Darlington ,66618,45031
Dillon ,30479,45033
Dorchester ,162809,45035
Edgefield ,27260,45037
Fairfield ,22347,45039
Florence ,138293,45041
Georgetown ,62680,45043
Greenville ,523542,45045
Greenwood ,70811,45047
Hampton ,19222,45049
Horry ,354081,45051
Jasper ,30073,45053
Kershaw ,66551,45055
Lancaster ,98012,45057
Laurens ,67493,45059
Lee ,16828,45061
Lexington ,298750,45063
McCormick ,9463,45065
Marion ,30657,45067
Marlboro ,26118,45069
Newberry ,38440,45071
Oconee ,79546,45073
Orangeburg ,86175,45075
Pickens ,126884,45077
Richland ,415759,45079
Saluda ,20473,45081
Spartanburg ,319785,45083
Sumter ,106721,45085
Union ,27316,45087
Williamsburg ,30368,45089
York ,280979,45091
Aurora ,2751,46003
Beadle ,18453,46005
Bennett ,3365,46007
Bon Homme ,6901,46009
Brookings ,35077,46011
Brown ,38839,46013
Brule ,5297,46015
Buffalo ,1962,46017
Butte ,10429,46019
Campbell ,1376,46021
Charles Mix ,9292,46023
Clark ,3736,46025
Clay ,14070,46027
Codington ,28009,46029
Corson ,4086,46031
Custer ,8972,46033
Davison ,19775,46035
Day ,5424,46037
Deuel ,4351,46039
Dewey ,5892,46041
Douglas ,2921,46043
Edmunds ,3829,46045
Fall River ,6713,46047
Faulk ,2299,46049
Grant ,7052,46051
Gregory ,4185,46053
Haakon ,1899,46055
Hamlin ,6164,46057
Hand ,3191,46059
Hanson ,3453,46061
Harding ,1298,46063
Hughes ,17526,46065
Hutchinson ,7291,46067
Hyde ,1301,46069
Jackson ,3344,46071
Jerauld ,2013,46073
Jones ,903,46075
Kingsbury ,4939,46077
Lake ,12797,46079
Lawrence ,25844,46081
Lincoln ,61128,46083
Lyman ,3781,46085
McCook ,5586,46087
McPherson ,2379,46089
Marshall ,4935,46091
Meade ,28332,46093
Mellette ,2061,46095
Miner ,2216,46097
Minnehaha ,193134,46099
Moody ,6576,46101
Oglala Lakota ,14177,46102
Pennington ,113775,46103
Perkins ,2865,46105
Potter ,2153,46107
Roberts ,10394,46109
Sanborn ,2344,46111
Spink ,6376,46115
Stanley ,3098,46117
Sully ,1391,46119
Todd ,10177,46121
Tripp ,5441,46123
Turner ,8384,46125
Union ,15932,46127
Walworth ,5435,46129
Yankton ,22814,46135
Ziebach ,2756,46137
Anderson ,76978,47001
Bedford ,49713,47003
Benton ,16160,47005
Bledsoe ,15064,47007
Blount ,133088,47009
Bradley ,108110,47011
Campbell ,39842,47013
Cannon ,14678,47015
Carroll ,27767,47017
Carter ,56391,47019
Cheatham ,40667,47021
Chester ,17297,47023
Claiborne ,31959,47025
Clay ,7615,47027
Cocke ,36004,47029
Coffee ,56520,47031
Crockett ,14230,47033
Cumberland ,60520,47035
Davidson ,694144,47037
Decatur ,11663,47039
DeKalb ,20490,47041
Dickson ,53948,47043
Dyer ,37159,47045
Fayette ,41133,47047
Fentress ,18523,47049
Franklin ,42208,47051
Gibson ,49133,47053
Giles ,29464,47055
Grainger ,23320,47057
Greene ,69069,47059
Grundy ,13427,47061
Hamblen ,64934,47063
Hamilton ,367804,47065
Hancock ,6620,47067
Hardeman ,25050,47069
Hardin ,25652,47071
Hawkins ,56786,47073
Haywood ,17304,47075
Henderson ,28117,47077
Henry ,32345,47079
Hickman ,25178,47081
Houston ,8201,47083
Humphreys ,18582,47085
Jackson ,11786,47087
Jefferson ,54495,47089
Johnson ,17788,47091
Knox ,470313,47093
Lake ,7016,47095
Lauderdale ,25633,47097
Lawrence ,44142,47099
Lewis ,12268,47101
Lincoln ,34366,47103
Loudon ,54068,47105
McMinn ,53794,47107
McNairy ,25694,47109
Macon ,24602,47111
Madison ,97984,47113
Marion ,28907,47115
Marshall ,34375,47117
Maury ,96387,47119
Meigs ,12422,47121
Monroe ,46545,47123
Montgomery ,208993,47125
Moore ,6488,47127
Morgan ,21403,47129
Obion ,30069,47131
Overton ,22241,47133
Perry ,8076,47135
Pickett ,5048,47137
Polk ,16832,47139
Putnam ,80245,47141
Rhea ,33167,47143
Roane ,53382,47145
Robertson ,71813,47147
Rutherford ,332285,47149
Scott ,22068,47151
Sequatchie ,15026,47153
Sevier ,98250,47155
Shelby ,937166,47157
Smith ,20157,47159
Stewart ,13715,47161
Sullivan ,158348,47163
Sumner ,191283,47165
Tipton ,61599,47167
Trousdale ,11284,47169
Unicoi ,17883,47171
Union ,19972,47173
Van Buren ,5872,47175
Warren ,41277,47177
Washington ,129375,47179
Wayne ,16673,47181
Weakley ,33328,47183
White ,27345,47185
Williamson ,238412,47187
Wilson ,144657,47189
Anderson ,57735,48001
Andrews ,18705,48003
Angelina ,86715,48005
Aransas ,23510,48007
Archer ,8553,48009
Armstrong ,1887,48011
Atascosa ,51153,48013
Austin ,30032,48015
Bailey ,7000,48017
Bandera ,23112,48019
Bastrop ,88723,48021
Baylor ,3509,48023
Bee ,32565,48025
Bell ,362924,48027
Bexar ,2003554,48029
Blanco ,11931,48031
Borden ,654,48033
Bosque ,18685,48035
Bowie ,93245,48037
Brazoria ,374264,48039
Brazos ,229211,48041
Brewster ,9203,48043
Briscoe ,1546,48045
Brooks ,7093,48047
Brown ,37864,48049
Burleson ,18443,48051
Burnet ,48155,48053
Caldwell ,43664,48055
Calhoun ,21290,48057
Callahan ,13943,48059
Cameron ,423163,48061
Camp ,13094,48063
Carson ,5926,48065
Cass ,30026,48067
Castro ,7530,48069
Chambers ,43837,48071
Cherokee ,52646,48073
Childress ,7306,48075
Clay ,10471,48077
Cochran ,2853,48079
Coke ,3387,48081
Coleman ,8175,48083
Collin ,1034730,48085
Collingsworth ,2920,48087
Colorado ,21493,48089
Comal ,156209,48091
Comanche ,13635,48093
Concho ,2726,48095
Cooke ,41257,48097
Coryell ,75951,48099
Cottle ,1398,48101
Crane ,4797,48103
Crockett ,3464,48105
Crosby ,5737,48107
Culberson ,2171,48109
Dallam ,7287,48111
Dallas ,2635516,48113
Dawson ,12728,48115
Deaf Smith ,18546,48117
Delta ,5331,48119
Denton ,887207,48121
DeWitt ,20160,48123
Dickens ,2211,48125
Dimmit ,10124,48127
Donley ,3278,48129
Duval ,11157,48131
Eastland ,18360,48133
Ector ,166223,48135
Edwards ,1932,48137
Ellis ,184826,48139
El Paso ,839238,48141
Erath ,42698,48143
Falls ,17297,48145
Fannin ,35514,48147
Fayette ,25346,48149
Fisher ,3830,48151
Floyd ,5712,48153
Foard ,1155,48155
Fort Bend ,811688,48157
Franklin ,10725,48159
Freestone ,19717,48161
Frio ,20306,48163
Gaines ,21492,48165
Galveston ,342139,48167
Garza ,6229,48169
Gillespie ,26988,48171
Glasscock ,1409,48173
Goliad ,7658,48175
Gonzales ,20837,48177
Gray ,21886,48179
Grayson ,136212,48181
Gregg ,123945,48183
Grimes ,28880,48185
Guadalupe ,166847,48187
Hale ,33406,48189
Hall ,2964,48191
Hamilton ,8461,48193
Hansford ,5399,48195
Hardeman ,3933,48197
Hardin ,57602,48199
Harris ,4713325,48201
Harrison ,66553,48203
Hartley ,5576,48205
Haskell ,5658,48207
Hays ,230191,48209
Hemphill ,3819,48211
Henderson ,82737,48213
Hidalgo ,868707,48215
Hill ,36649,48217
Hockley ,23021,48219
Hood ,61643,48221
Hopkins ,37084,48223
Houston ,22968,48225
Howard ,36664,48227
Hudspeth ,4886,48229
Hunt ,98594,48231
Hutchinson ,20938,48233
Irion ,1536,48235
Jack ,8935,48237
Jackson ,14760,48239
Jasper ,35529,48241
Jeff Davis ,2274,48243
Jefferson ,251565,48245
Jim Hogg ,5200,48247
Jim Wells ,40482,48249
Johnson ,175817,48251
Jones ,20083,48253
Karnes ,15601,48255
Kaufman ,136154,48257
Kendall ,47431,48259
Kenedy ,404,48261
Kent ,762,48263
Kerr ,52600,48265
Kimble ,4337,48267
King ,272,48269
Kinney ,3667,48271
Kleberg ,30680,48273
Knox ,3664,48275
Lamar ,49859,48277
Lamb ,12893,48279
Lampasas ,21428,48281
La Salle ,7520,48283
Lavaca ,20154,48285
Lee ,17239,48287
Leon ,17404,48289
Liberty ,88219,48291
Limestone ,23437,48293
Lipscomb ,3233,48295
Live Oak ,12207,48297
Llano ,21795,48299
Loving ,169,48301
Lubbock ,310569,48303
Lynn ,5951,48305
McCulloch ,7984,48307
McLennan ,256623,48309
McMullen ,743,48311
Madison ,14284,48313
Marion ,9854,48315
Martin ,5771,48317
Mason ,4274,48319
Matagorda ,36643,48321
Maverick ,58722,48323
Medina ,51584,48325
Menard ,2138,48327
Midland ,176832,48329
Milam ,24823,48331
Mills ,4873,48333
Mitchell ,8545,48335
Montague ,19818,48337
Montgomery ,607391,48339
Moore ,20940,48341
Morris ,12388,48343
Motley ,1200,48345
Nacogdoches ,65204,48347
Navarro ,50113,48349
Newton ,13595,48351
Nolan ,14714,48353
Nueces ,362294,48355
Ochiltree ,9836,48357
Oldham ,2112,48359
Orange ,83396,48361
Palo Pinto ,29189,48363
Panola ,23194,48365
Parker ,142878,48367
Parmer ,9605,48369
Pecos ,15823,48371
Polk ,51353,48373
Potter ,117415,48375
Presidio ,6704,48377
Rains ,12514,48379
Randall ,137713,48381
Reagan ,3849,48383
Real ,3452,48385
Red River ,12023,48387
Reeves ,15976,48389
Refugio ,6948,48391
Roberts ,854,48393
Robertson ,17074,48395
Rockwall ,104915,48397
Runnels ,10264,48399
Rusk ,54406,48401
Sabine ,10542,48403
San Augustine ,8237,48405
San Jacinto ,28859,48407
San Patricio ,66730,48409
San Saba ,6055,48411
Schleicher ,2793,48413
Scurry ,16703,48415
Shackelford ,3265,48417
Shelby ,25274,48419
Sherman ,3022,48421
Smith ,232751,48423
Somervell ,9128,48425
Starr ,64633,48427
Stephens ,9366,48429
Sterling ,1291,48431
Stonewall ,1350,48433
Sutton ,3776,48435
Swisher ,7397,48437
Tarrant ,2102515,48439
Taylor ,138034,48441
Terrell ,776,48443
Terry ,12337,48445
Throckmorton ,1501,48447
Titus ,32750,48449
Tom Green ,119200,48451
Travis ,1273954,48453
Trinity ,14651,48455
Tyler ,21672,48457
Upshur ,41753,48459
Upton ,3657,48461
Uvalde ,26741,48463
Val Verde ,49025,48465
Van Zandt ,56590,48467
Victoria ,92084,48469
Walker ,72971,48471
Waller ,55246,48473
Ward ,11998,48475
Washington ,35882,48477
Webb ,276652,48479
Wharton ,41556,48481
Wheeler ,5056,48483
Wichita ,132230,48485
Wilbarger ,12769,48487
Willacy ,21358,48489
Williamson ,590551,48491
Wilson ,51070,48493
Winkler ,8010,48495
Wise ,69984,48497
Wood ,45539,48499
Yoakum ,8713,48501
Young ,18010,48503
Zapata ,14179,48505
Zavala ,11840,48507
Beaver ,6710,49001
Box Elder ,56046,49003
Cache ,128289,49005
Carbon ,20463,49007
Daggett ,950,49009
Davis ,355481,49011
Duchesne ,19938,49013
Emery ,10012,49015
Garfield ,5051,49017
Grand ,9754,49019
Iron ,54839,49021
Juab ,12017,49023
Kane ,7886,49025
Millard ,13188,49027
Morgan ,12124,49029
Piute ,1479,49031
Rich ,2483,49033
Salt Lake ,1160437,49035
San Juan ,15308,49037
Sanpete ,30939,49039
Sevier ,21620,49041
Summit ,42145,49043
Tooele ,72259,49045
Uintah ,35734,49047
Utah ,636235,49049
Wasatch ,34091,49051
Washington ,177556,49053
Wayne ,2711,49055
Weber ,260213,49057
Addison ,36777,50001
Bennington ,35470,50003
Caledonia ,29993,50005
Chittenden ,163774,50007
Essex ,6163,50009
Franklin ,49402,50011
Grand Isle ,7235,50013
Lamoille ,25362,50015
Orange ,28892,50017
Orleans ,27037,50019
Rutland ,58191,50021
Washington ,58409,50023
Windham ,42222,50025
Windsor ,55062,50027
Accomack ,32316,51001
Albemarle ,109330,51003
Alleghany ,14860,51005
Amelia ,13145,51007
Amherst ,31605,51009
Appomattox ,15911,51011
Arlington ,236842,51013
Augusta ,75558,51015
Bath ,4147,51017
Bedford ,78997,51019
Bland ,6280,51021
Botetourt ,33419,51023
Brunswick ,16231,51025
Buchanan ,21004,51027
Buckingham ,17148,51029
Campbell ,54885,51031
Caroline ,30725,51033
Carroll ,29791,51035
Charles City ,6963,51036
Charlotte ,11880,51037
Chesterfield ,352802,51041
Clarke ,14619,51043
Craig ,5131,51045
Culpeper ,52605,51047
Cumberland ,9932,51049
Dickenson ,14318,51051
Dinwiddie ,28544,51053
Essex ,10953,51057
Fairfax ,1147532,51059
Fauquier ,71222,51061
Floyd ,15749,51063
Fluvanna ,27270,51065
Franklin ,56042,51067
Frederick ,89313,51069
Giles ,16720,51071
Gloucester ,37348,51073
Goochland ,23753,51075
Grayson ,15550,51077
Greene ,19819,51079
Greensville ,11336,51081
Halifax ,33911,51083
Hanover ,107766,51085
Henrico ,330818,51087
Henry ,50557,51089
Highland ,2190,51091
Isle of Wight ,37109,51093
James City ,76523,51095
King and Queen ,7025,51097
King George ,26836,51099
King William ,17148,51101
Lancaster ,10603,51103
Lee ,23423,51105
Loudoun ,413538,51107
Louisa ,37591,51109
Lunenburg ,12196,51111
Madison ,13261,51113
Mathews ,8834,51115
Mecklenburg ,30587,51117
Middlesex ,10582,51119
Montgomery ,98535,51121
Nelson ,14930,51125
New Kent ,23091,51127
Northampton ,11710,51131
Northumberland ,12095,51133
Nottoway ,15232,51135
Orange ,37051,51137
Page ,23902,51139
Patrick ,17608,51141
Pittsylvania ,60354,51143
Powhatan ,29652,51145
Prince Edward ,22802,51147
Prince George ,38353,51149
Prince William ,470335,51153
Pulaski ,34027,51155
Rappahannock ,7370,51157
Richmond ,9023,51159
Roanoke ,94186,51161
Rockbridge ,22573,51163
Rockingham ,81948,51165
Russell ,26586,51167
Scott ,21566,51169
Shenandoah ,43616,51171
Smyth ,30104,51173
Southampton ,17631,51175
Spotsylvania ,136215,51177
Stafford ,152882,51179
Surry ,6422,51181
Sussex ,11159,51183
Tazewell ,40595,51185
Warren ,40164,51187
Washington ,53740,51191
Westmoreland ,18015,51193
Wise ,37383,51195
Wythe ,28684,51197
York ,68280,51199
Alexandria city,159428,51510
Bristol city,16762,51520
Buena Vista city,6478,51530
Charlottesville city,47266,51540
Chesapeake city,244835,51550
Colonial Heights city,17370,51570
Covington city,5538,51580
Danville city,40044,51590
Emporia city,5346,51595
Fairfax city,24019,51600
Falls Church city,14617,51610
Franklin city,7967,51620
Fredericksburg city,29036,51630
Galax city,6347,51640
Hampton city,134510,51650
Harrisonburg city,53016,51660
Hopewell city,22529,51670
Lexington city,7446,51678
Lynchburg city,82168,51680
Manassas city,41085,51683
Manassas Park city,17478,51685
Martinsville city,12554,51690
Newport News city,179225,51700
Norfolk city,242742,51710
Norton city,3981,51720
Petersburg city,31346,51730
Poquoson city,12271,51735
Portsmouth city,94398,51740
Radford city,18249,51750
Richmond city,230436,51760
Roanoke city,99143,51770
Salem city,25301,51775
Staunton city,24932,51790
Suffolk city,92108,51800
Virginia Beach city,449974,51810
Waynesboro city,22630,51820
Williamsburg city,14954,51830
Winchester city,28078,51840
Adams ,19983,53001
Asotin ,22582,53003
Benton ,204390,53005
Chelan ,77200,53007
Clallam ,77331,53009
Clark ,488241,53011
Columbia ,3985,53013
Cowlitz ,110593,53015
Douglas ,43429,53017
Ferry ,7627,53019
Franklin ,95222,53021
Garfield ,2225,53023
Grant ,97733,53025
Grays Harbor ,75061,53027
Island ,85141,53029
Jefferson ,32221,53031
King ,2252782,53033
Kitsap ,271473,53035
Kittitas ,47935,53037
Klickitat ,22425,53039
Lewis ,80707,53041
Lincoln ,10939,53043
Mason ,66768,53045
Okanogan ,42243,53047
Pacific ,22471,53049
Pend Oreille ,13724,53051
Pierce ,904980,53053
San Juan ,17582,53055
Skagit ,129205,53057
Skamania ,12083,53059
Snohomish ,822083,53061
Spokane ,522798,53063
Stevens ,45723,53065
Thurston ,290536,53067
Wahkiakum ,4488,53069
Walla Walla ,60760,53071
Whatcom ,229247,53073
Whitman ,50104,53075
Yakima ,250873,53077
Barbour ,16441,54001
Berkeley ,119171,54003
Boone ,21457,54005
Braxton ,13957,54007
Brooke ,21939,54009
Cabell ,91945,54011
Calhoun ,7109,54013
Clay ,8508,54015
Doddridge ,8448,54017
Fayette ,42406,54019
Gilmer ,7823,54021
Grant ,11568,54023
Greenbrier ,34662,54025
Hampshire ,23175,54027
Hancock ,28810,54029
Hardy ,13776,54031
Harrison ,67256,54033
Jackson ,28576,54035
Jefferson ,57146,54037
Kanawha ,178124,54039
Lewis ,15907,54041
Lincoln ,20409,54043
Logan ,32019,54045
McDowell ,17624,54047
Marion ,56072,54049
Marshall ,30531,54051
Mason ,26516,54053
Mercer ,58758,54055
Mineral ,26868,54057
Mingo ,23424,54059
Monongalia ,105612,54061
Monroe ,13275,54063
Morgan ,17884,54065
Nicholas ,24496,54067
Ohio ,41411,54069
Pendleton ,6969,54071
Pleasants ,7460,54073
Pocahontas ,8247,54075
Preston ,33432,54077
Putnam ,56450,54079
Raleigh ,73361,54081
Randolph ,28695,54083
Ritchie ,9554,54085
Roane ,13688,54087
Summers ,12573,54089
Taylor ,16695,54091
Tucker ,6839,54093
Tyler ,8591,54095
Upshur ,24176,54097
Wayne ,39402,54099
Webster ,8114,54101
Wetzel ,15065,54103
Wirt ,5821,54105
Wood ,83518,54107
Wyoming ,20394,54109
Adams ,20220,55001
Ashland ,15562,55003
Barron ,45244,55005
Bayfield ,15036,55007
Brown ,264542,55009
Buffalo ,13031,55011
Burnett ,15414,55013
Calumet ,50089,55015
Chippewa ,64658,55017
Clark ,34774,55019
Columbia ,57532,55021
Crawford ,16131,55023
Dane ,546695,55025
Dodge ,87839,55027
Door ,27668,55029
Douglas ,43150,55031
Dunn ,45368,55033
Eau Claire ,104646,55035
Florence ,4295,55037
Fond du Lac ,103403,55039
Forest ,9004,55041
Grant ,51439,55043
Green ,36960,55045
Green Lake ,18913,55047
Iowa ,23678,55049
Iron ,5687,55051
Jackson ,20643,55053
Jefferson ,84769,55055
Juneau ,26687,55057
Kenosha ,169561,55059
Kewaunee ,20434,55061
La Crosse ,118016,55063
Lafayette ,16665,55065
Langlade ,19189,55067
Lincoln ,27593,55069
Manitowoc ,78981,55071
Marathon ,135692,55073
Marinette ,40350,55075
Marquette ,15574,55077
Menominee ,4556,55078
Milwaukee ,945726,55079
Monroe ,46253,55081
Oconto ,37930,55083
Oneida ,35595,55085
Outagamie ,187885,55087
Ozaukee ,89221,55089
Pepin ,7287,55091
Pierce ,42754,55093
Polk ,43783,55095
Portage ,70772,55097
Price ,13351,55099
Racine ,196311,55101
Richland ,17252,55103
Rock ,163354,55105
Rusk ,14178,55107
St,90687,55109
Sauk ,64442,55111
Sawyer ,16558,55113
Shawano ,40899,55115
Sheboygan ,115340,55117
Taylor ,20343,55119
Trempealeau ,29649,55121
Vernon ,30822,55123
Vilas ,22195,55125
Walworth ,103868,55127
Washburn ,15720,55129
Washington ,136034,55131
Waukesha ,404198,55133
Waupaca ,50990,55135
Waushara ,24443,55137
Winnebago ,171907,55139
Wood ,72999,55141
Albany ,38880,56001
Big Horn ,11790,56003
Campbell ,46341,56005
Carbon ,14800,56007
Converse ,13822,56009
Crook ,7584,56011
Fremont ,39261,56013
Goshen ,13211,56015
Hot Springs ,4413,56017
Johnson ,8445,56019
Laramie ,99500,56021
Lincoln ,19830,56023
Natrona ,79858,56025
Niobrara ,2356,56027
Park ,29194,56029
Platte ,8393,56031
Sheridan ,30485,56033
Sublette ,9831,56035
Sweetwater ,42343,56037
Teton ,23464,56039
Uinta ,20226,56041
Washakie ,7805,56043
Weston ,6927,56045
